source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[acquisition date]	comment[ms1 scan range]	comment[ms2 scan range]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]
MOMI_QC_GBGD_P45_F12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO36_A556_MOMI_GBGD_P45_F12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO36_A556_MOMI_GBGD_P45_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P45_E12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P45_E12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P45_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P45_G12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P45_G12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P45_G12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P45_H12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P45_H12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P45_H12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P46_E12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P46_E12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P46_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P46_F12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P46_F12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P46_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P46_G12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P46_G12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P46_G12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P46_H12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P46_H12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P46_H12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P47_E12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P47_E12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P47_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P47_F12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P47_F12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P47_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P47_G12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P47_G12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P47_G12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P47_H12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P47_H12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P47_H12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P48_E12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P48_E12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P48_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P48_F12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P48_F12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P48_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P48_G12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P48_G12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P48_G12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P48_H12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P48_H12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P48_H12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P49_E12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P49_E12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P49_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P49_F12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P49_F12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P49_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P49_G12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P49_G12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P49_G12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P49_H12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P49_H12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P49_H12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P50_E12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P50_E12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P50_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
MOMI_QC_GBGD_P50_F12	Homo sapiens	blood plasma	not applicable	1	pooled	not available	not available	not available	not available	pooled	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P50_F12_R01	proteomic profiling by mass spectrometry	1	20250127_OA3_Evo07_ViAl_SA_FAIMS40_IO39_A556_MOMI_GBGD_P50_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	MOMI GBGD	2025-01-27	380m/z-980m/z	150m/z-2000m/z	not available	not available	4
